Playlist Title,Video Title,Date Added,Duration,Views,Likes,Dislikes,Video Key
ISL Dictionary - Academic terms,guinea,2019-12-16T07:00:22Z,PT23S,80,4,0,X9lvvvuPGYQ
ISL Dictionary - Academic terms,guitar,2019-12-16T07:12:53Z,PT36S,113,4,0,L2soZXl-MF8
ISL Dictionary - Academic terms,gujarati,2019-12-16T07:26:26Z,PT31S,36,2,0,vkzNw4YmMwc
ISL Dictionary - Academic terms,gun,2019-12-16T08:28:55Z,PT30S,44,5,0,s4QkVtZZWJ4
ISL Dictionary - Academic terms,h,2019-12-16T08:29:04Z,PT1M35S,572,11,4,YcfvxxVHApc
ISL Dictionary - Academic terms,habit,2019-12-16T08:29:12Z,PT23S,157,10,0,3S5wf-slrto
ISL Dictionary - Academic terms,hair,2019-12-16T08:29:23Z,PT43S,142,10,1,uMdRNPFGTuc
ISL Dictionary - Academic terms,hair clip,2019-12-16T09:13:10Z,PT36S,72,4,0,_a6A8wCA-34
ISL Dictionary - Academic terms,half,2019-12-16T09:13:12Z,PT31S,40,3,0,uhHYMTmda4I
ISL Dictionary - Academic terms,halt,2019-12-16T09:16:25Z,PT41S,133,7,0,ZeKi96vwdB8
ISL Dictionary - Academic terms,handle,2019-12-16T09:41:08Z,PT25S,90,7,0,al20ivhi7ew
ISL Dictionary - Academic terms,hands,2019-12-16T09:41:16Z,PT24S,38,1,0,G0yUK3jwzZg
ISL Dictionary - Academic terms,hanger,2019-12-16T09:48:36Z,PT29S,43,2,0,FJhCgai8nWw
ISL Dictionary - Academic terms,happen,2019-12-16T10:23:56Z,PT27S,63,3,0,fkCLipRkF1U
ISL Dictionary - Academic terms,happy,2019-12-17T05:44:37Z,PT1M,103,9,0,Cx2BKrJ9QHk
ISL Dictionary - Academic terms,harass,2019-12-17T06:07:00Z,PT59S,115,8,0,Pk9pe71NmP0
ISL Dictionary - Academic terms,hard,2019-12-17T06:32:58Z,PT42S,90,11,0,Ygx1wSuzu2A
ISL Dictionary - Academic terms,hat,2019-12-17T09:12:26Z,PT24S,130,6,0,-dZ09e6ITDk
ISL Dictionary - Academic terms,hate,2019-12-17T09:12:32Z,PT36S,30,1,0,EsQ4VRJlA8U
ISL Dictionary - Academic terms,have,2019-12-17T09:12:37Z,PT1M14S,266,2,6,90ycGDZIBt0
ISL Dictionary - Academic terms,hazard,2019-12-17T09:12:41Z,PT23S,37,3,0,p7ch8kZ7xs4
ISL Dictionary - Academic terms,he,2019-12-17T09:12:47Z,PT43S,389,7,3,hW4CVqNaVXs
ISL Dictionary - Academic terms,headache,2019-12-17T09:12:51Z,PT1M46S,899,7,6,yKFawIiMh9E
ISL Dictionary - Academic terms,health,2019-12-17T09:12:57Z,PT27S,77,2,0,JuybbDzVGW4
ISL Dictionary - Academic terms,hear,2019-12-17T09:17:07Z,PT22S,74,2,0,BrXGafY2s7g
ISL Dictionary - Academic terms,hearing,2019-12-17T09:17:09Z,PT55S,38,1,0,gDXEFtJWCXY
ISL Dictionary - Academic terms,heart,2019-12-17T09:27:27Z,PT36S,61,5,0,-vKdawBh2hI
ISL Dictionary - Academic terms,heartbeat,2019-12-17T10:06:29Z,PT25S,144,2,0,Tl0zGtcA70E
ISL Dictionary - Academic terms,her,2019-12-17T10:06:37Z,PT26S,208,8,0,RnkB212LMKg
ISL Dictionary - Academic terms,here,2019-12-17T10:06:48Z,PT30S,81,2,0,mIMCUJBhnPI
ISL Dictionary - Academic terms,herself,2019-12-17T10:07:03Z,PT10S,75,2,0,6h15Op46MQ0
ISL Dictionary - Academic terms,hide and seek,2019-12-17T10:44:06Z,PT38S,437,5,1,QpgVQvn7i6s
ISL Dictionary - Academic terms,himself,2019-12-17T10:44:16Z,PT36S,70,1,0,zWnEKm4IkUk
ISL Dictionary - Academic terms,his,2019-12-17T10:44:32Z,PT18S,81,3,0,DLQ2AxCeD7A
ISL Dictionary - Academic terms,history,2019-12-17T10:44:38Z,PT49S,113,3,1,HSHZB2zzryA
ISL Dictionary - Academic terms,hit,2019-12-17T11:36:10Z,PT40S,108,6,0,o8JLl28RbLU
ISL Dictionary - Academic terms,hold,2019-12-17T11:36:15Z,PT54S,73,0,0,7I4J-x7Gzmw
ISL Dictionary - Academic terms,holidays,2019-12-17T11:36:20Z,PT14S,116,7,0,EkS5LkDe2-A
ISL Dictionary - Academic terms,home,2019-12-17T11:36:25Z,PT44S,906,50,0,BiyS8zVo_gs
ISL Dictionary - Academic terms,hope,2019-12-18T06:31:23Z,PT14S,162,4,0,7s8P3Y2A5jk
ISL Dictionary - Academic terms,hospital,2019-12-18T06:31:29Z,PT41S,73,6,0,wSxuX_frW3k
ISL Dictionary - Academic terms,hot,2019-12-18T06:31:34Z,PT29S,118,8,0,dM_Ux_3hrHE
ISL Dictionary - Academic terms,hour,2019-12-18T06:31:39Z,PT37S,76,2,0,-xQuVCg2nXU
ISL Dictionary - Academic terms,house,2019-12-18T06:31:44Z,PT21S,81,4,0,Z33yF0IcoEc
ISL Dictionary - Academic terms,how,2019-12-18T06:31:49Z,PT42S,89,3,0,0x58R8_t_lg
ISL Dictionary - Academic terms,hrithik roshan,2019-12-18T06:31:55Z,PT24S,67,0,0,4PyLOQZJIvw
ISL Dictionary - Academic terms,hug,2019-12-18T06:32:01Z,PT19S,154,4,0,bnQ2yQ51F5U
ISL Dictionary - Academic terms,huge,2019-12-18T06:32:10Z,PT27S,72,3,0,O6OVOPooW6U
ISL Dictionary - Academic terms,humble,2019-12-18T06:32:16Z,PT23S,75,3,0,kQxfiEXuHm4
ISL Dictionary - Academic terms,humid,2019-12-18T06:32:22Z,PT19S,346,4,1,Vpp-XnI-or8
ISL Dictionary - Academic terms,hurry up,2019-12-18T06:32:30Z,PT35S,61,2,0,VvCkcEev-lo
ISL Dictionary - Academic terms,husband,2019-12-18T06:32:36Z,PT19S,113,4,1,_YN8euYj3L8
ISL Dictionary - Academic terms,i,2019-12-18T06:32:41Z,PT1M11S,272,15,0,hrbDhMZJK2Y
ISL Dictionary - Academic terms,i alphabet,2019-12-18T07:13:32Z,PT50S,123,8,0,yTWxKnovea8
ISL Dictionary - Academic terms,ice hockey,2019-12-19T04:50:02Z,PT33S,200,8,0,8iiYLBEaaeA
ISL Dictionary - Academic terms,idea,2019-12-19T04:50:24Z,PT13S,304,13,0,bW8jDHyFWU4
ISL Dictionary - Academic terms,idel talk,2019-12-19T04:50:29Z,PT31S,92,4,0,nJMuhm2mOA8
ISL Dictionary - Academic terms,identity,2019-12-19T04:50:35Z,PT28S,101,3,0,kbnwNcNVkeM
ISL Dictionary - Academic terms,illegal,2019-12-19T05:06:08Z,PT31S,330,14,0,uTF26WL5_4I
ISL Dictionary - Academic terms,image,2019-12-19T05:06:16Z,PT20S,337,11,0,6v9G5TfuZVc
ISL Dictionary - Academic terms,imagine,2019-12-19T05:06:18Z,PT30S,138,7,0,4hH8V6jgPE0
ISL Dictionary - Academic terms,immeasurable,2019-12-19T05:12:32Z,PT27S,436,22,0,JKcSzceSYfY
ISL Dictionary - Academic terms,immediate,2019-12-19T05:42:57Z,PT26S,182,9,0,PIma4hiMPI0
ISL Dictionary - Academic terms,impact,2019-12-19T06:08:01Z,PT24S,202,7,0,g759sOtxO7Y
ISL Dictionary - Academic terms,important,2019-12-19T06:08:07Z,PT13S,342,16,0,35ISM8mih9k
ISL Dictionary - Academic terms,improve,2019-12-19T06:08:15Z,PT19S,235,11,0,7rDDMLM9lt8
ISL Dictionary - Academic terms,inaugration,2019-12-19T06:46:36Z,PT44S,178,5,0,2AvhiRO8YcE
ISL Dictionary - Academic terms,inauguration,2019-12-19T06:46:44Z,PT31S,300,8,0,D945jBD5nto
ISL Dictionary - Academic terms,inch,2019-12-19T06:46:49Z,PT4S,614,26,0,YF5SBpb77aw
ISL Dictionary - Academic terms,incite,2019-12-19T06:46:57Z,PT24S,551,24,0,ccjPI3rrgFA
ISL Dictionary - Academic terms,include,2019-12-19T06:47:02Z,PT17S,517,13,0,PTRKcoX_N4I
ISL Dictionary - Academic terms,incorrect,2019-12-19T06:47:06Z,PT4S,423,16,0,O1w1Slb52TY
ISL Dictionary - Academic terms,increase,2019-12-19T06:47:12Z,PT46S,628,28,0,k4DJ-NyzryE
ISL Dictionary - Academic terms,independent,2019-12-19T07:11:40Z,PT16S,323,16,0,7eweVIuaKLw
ISL Dictionary - Academic terms,india,2019-12-19T07:11:48Z,PT11S,932,34,0,Db8e9hjw2As
ISL Dictionary - Academic terms,indigo,2019-12-19T07:11:53Z,PT33S,426,21,1,ESCy3p5iOZQ
ISL Dictionary - Academic terms,individual,2019-12-19T07:11:58Z,PT23S,751,35,1,Ps7CaOQsHFQ
ISL Dictionary - Academic terms,inexpensive,2019-12-19T07:12:02Z,PT42S,2295,101,1,4UH8Dr9gql0
ISL Dictionary - Academic terms,infinite,2020-01-15T06:31:16Z,PT27S,756,43,0,Gknf3MROdyw
ISL Dictionary - Academic terms,infinte,2020-01-15T06:31:22Z,PT28S,786,38,0,8huU3-87Dzc
ISL Dictionary - Academic terms,inflexible,2020-01-15T06:31:31Z,PT5S,1013,41,0,MvWHKPWHQc0
ISL Dictionary - Academic terms,influence,2020-01-15T06:38:01Z,PT20S,1366,86,0,1fclZbHqqt4
ISL Dictionary - Academic terms,inform,2020-02-07T05:56:57Z,PT34S,315,18,0,x91uBXsvGkY
ISL Dictionary - Academic terms,informal,2020-02-07T05:57:13Z,PT25S,521,29,0,IRR4VEo1YTc
ISL Dictionary - Academic terms,information,2020-02-07T05:57:22Z,PT5S,903,46,0,a-Wqy8ybnzM
ISL Dictionary - Academic terms,inhuman,2020-02-07T05:57:30Z,PT50S,480,23,0,Cx3UsHU2cEo
ISL Dictionary - Academic terms,injury,2020-02-07T05:59:50Z,PT26S,375,25,0,gkSKahmvMmg
ISL Dictionary - Academic terms,inked,2020-02-07T07:33:39Z,PT50S,1608,83,1,NBmxsTfON0I
ISL Dictionary - Academic terms,instagram,2020-02-07T10:29:33Z,PT36S,1780,68,1,4Mw-Z89GPSg
ISL Dictionary - Academic terms,instant,2021-02-09T06:54:54Z,PT29S,14,2,0,GYAnF-rsCxc
ISL Dictionary - Academic terms,instigate,2021-02-09T06:56:07Z,PT26S,6,0,0,T533UdNDrYk
ISL Dictionary - Academic terms,institution,2021-02-09T06:56:23Z,PT23S,3,0,0,hYtlF_alkZE
ISL Dictionary - Academic terms,instruct,2021-02-09T06:56:44Z,PT42S,1,0,0,miUHtqHsu7Y
ISL Dictionary - Academic terms,insult,2021-02-09T06:57:01Z,PT29S,1,0,0,DWpLY0_HdJo
ISL Dictionary - Academic terms,insurance,2021-02-09T06:57:16Z,PT25S,1,0,0,oEthGHgC7ds
ISL Dictionary - Academic terms,intelligence,2021-02-09T06:57:33Z,PT25S,4,0,0,I_Q4gjXjUiU
ISL Dictionary - Academic terms,intelligent,2021-02-09T06:57:48Z,PT25S,2,0,0,jn-fuvpE5Vo
ISL Dictionary - Academic terms,interest,2021-02-09T06:58:07Z,PT5S,7,0,0,bFCFx-vAUSk
ISL Dictionary - Academic terms,international,2021-02-09T06:58:25Z,PT22S,3,0,0,WE5-m-xEp-0
ISL Dictionary - Academic terms,internet,2021-02-09T06:58:40Z,PT44S,5,0,0,FzTKdWtnn-4
ISL Dictionary - Academic terms,interpret,2021-02-09T06:58:55Z,PT42S,3,0,0,sDP_2ANFe5A
ISL Dictionary - Academic terms,interview,2021-02-09T06:59:15Z,PT36S,1,0,0,0R_SNzO-vYk
ISL Dictionary - Academic terms,introduce,2021-02-09T06:59:44Z,PT48S,6,0,0,G6kz8_a1R3M
ISL Dictionary - Academic terms,invent,2021-02-09T06:59:58Z,PT19S,3,1,0,RhjgVqpdN_Q
ISL Dictionary - Academic terms,invite,2021-02-09T07:00:22Z,PT18S,1,0,0,Hahn4Y-LLRk
ISL Dictionary - Academic terms,involve,2021-02-09T07:00:39Z,PT27S,3,1,0,2HqgXgbKtlM
ISL Dictionary - Academic terms,iphone,2021-02-09T07:00:56Z,PT29S,2,0,0,OUtvcZ75JQU
ISL Dictionary - Academic terms,iran,2021-02-09T07:01:14Z,PT11S,3,0,0,SJp_x53HHC0
ISL Dictionary - Academic terms,ireland,2021-02-09T07:01:34Z,PT35S,3,0,0,pgty72sx2-I
ISL Dictionary - Academic terms,iron,2021-02-09T07:01:52Z,PT25S,6,0,0,UmvBVhTEZig
ISL Dictionary - Academic terms,iron(clothes),2021-02-09T07:02:30Z,PT42S,15,4,0,RTvhPkaYLZQ
ISL Dictionary - Academic terms,islam,2021-02-09T07:02:59Z,PT32S,2,0,0,MfiDT5Kjjg8
ISL Dictionary - Academic terms,island,2021-02-09T07:03:21Z,PT1M50S,5,1,0,B4ZPtwHTjRM
ISL Dictionary - Academic terms,isolated,2021-02-09T07:03:38Z,PT4S,2,0,0,WWc0hEZC4fA
ISL Dictionary - Academic terms,it,2021-02-09T07:04:02Z,PT30S,5,0,0,Q6jlggADKq0
ISL Dictionary - Academic terms,italy,2021-02-09T07:04:19Z,PT35S,4,0,0,_9u9qYO7IJQ
ISL Dictionary - Academic terms,itch,2021-02-09T07:04:44Z,PT1M8S,2,0,0,cK_buDzSjq8
ISL Dictionary - Academic terms,its,2021-02-09T07:05:08Z,PT46S,4,0,0,Pc3-b1NsaiE
ISL Dictionary - Academic terms,itself,2021-02-09T07:05:28Z,PT58S,3,0,0,bKMOA-mYBPA
ISL Dictionary - Academic terms,j,2021-02-09T10:44:43Z,PT42S,1,0,0,9qcrpNtWRps
ISL Dictionary - Academic terms,jacket,2021-02-09T11:07:44Z,PT20S,1,0,0,BCgIjVCyQvY
ISL Dictionary - Academic terms,jai hind,2021-02-09T11:08:04Z,PT15S,4,0,0,zETsO5ZKzls
ISL Dictionary - Academic terms,jail,2021-02-09T11:08:26Z,PT57S,4,0,0,QxGxy7gKvE4
ISL Dictionary - Academic terms,jain,2021-02-09T11:08:45Z,PT30S,4,0,0,XtzkVrQ-WTI
ISL Dictionary - Academic terms,jainism,2021-02-09T11:09:07Z,PT4S,2,0,0,E7BMw23FSlw
ISL Dictionary - Academic terms,jaipur,2021-02-09T11:09:37Z,PT48S,1,0,0,HV3SmGykpEg
ISL Dictionary - Academic terms,jalebi,2021-02-09T11:09:53Z,PT31S,1,0,0,mrO0amIQsJI
ISL Dictionary - Academic terms,january,2021-02-09T11:10:13Z,PT56S,1,0,0,1QOKpDofo7c
ISL Dictionary - Academic terms,japan,2021-02-09T11:10:34Z,PT25S,1,0,0,fTRlqQCham4
ISL Dictionary - Academic terms,javelin throw,2021-02-09T11:10:55Z,PT17S,2,0,0,XFEwKvMjHQE
ISL Dictionary - Academic terms,jealous,2021-02-09T11:13:32Z,PT33S,1,0,0,JINmcb_Er78
ISL Dictionary - Academic terms,jio,2021-02-09T11:14:23Z,PT30S,4,0,0,POKInHKa5-A
ISL Dictionary - Academic terms,jobless,2021-02-09T11:14:54Z,PT23S,1,0,0,PlM7o6mvwGc
ISL Dictionary - Academic terms,john abraham,2021-02-09T11:15:20Z,PT26S,4,0,0,i8QyWEccPqg
ISL Dictionary - Academic terms,join,2021-02-09T11:15:48Z,PT50S,3,0,0,Kp_ODYiiwxI
ISL Dictionary - Academic terms,joke,2021-02-09T11:16:17Z,PT31S,1,0,0,ZYwAlXSO-Mc
ISL Dictionary - Academic terms,jordan,2021-02-09T11:16:44Z,PT26S,1,0,0,kT6LlK6m4CA
ISL Dictionary - Academic terms,k,2021-02-09T11:17:05Z,PT40S,4,0,0,07LMSl6lbWM
ISL Dictionary - Academic terms,kajal,2021-02-09T11:17:30Z,PT18S,17,0,1,V8YZa6FJJdc
ISL Dictionary - Academic terms,kali mata,2021-02-09T11:19:36Z,PT9S,4,1,0,aEO82XVwzJ4
ISL Dictionary - Academic terms,keep,2021-02-09T11:20:48Z,PT47S,2,0,0,62H0GTMEBPs
ISL Dictionary - Academic terms,keep an eye on,2021-02-09T11:21:22Z,PT12S,4,0,0,uOQvl-iI1Po
ISL Dictionary - Academic terms,kerala,2021-02-09T11:21:39Z,PT35S,35,0,0,81U4QLIs8xo
ISL Dictionary - Academic terms,key,2021-02-09T11:22:19Z,PT19S,2,1,0,aSAFXAtIm5o
ISL Dictionary - Academic terms,kick,2021-02-09T11:49:50Z,PT24S,1,0,0,g_dbApQyDE0
ISL Dictionary - Academic terms,kick out,2021-02-09T11:50:07Z,PT28S,7,0,0,a3sYkMUcKuI
ISL Dictionary - Academic terms,kidnap,2021-02-09T11:50:24Z,PT17S,3,0,0,Wtkf9lhCtCU
ISL Dictionary - Academic terms,kidney beans,2021-02-09T11:50:42Z,PT13S,1,0,0,tpi3oLiTZFM
ISL Dictionary - Academic terms,kill,2021-02-09T11:51:00Z,PT29S,3,0,0,62s9pYcDK6I
ISL Dictionary - Academic terms,kind,2021-02-09T11:51:17Z,PT45S,1,0,0,8gqvfkTcbLI
ISL Dictionary - Academic terms,kindhearted,2021-02-09T11:51:36Z,PT54S,2,0,0,CZGDadlKLHE
ISL Dictionary - Academic terms,king,2021-02-09T11:51:54Z,PT40S,6,0,0,RHYL8WsY_Ik
ISL Dictionary - Academic terms,kiss,2021-02-09T11:52:14Z,PT44S,25,3,0,HQzvy35-pOE
ISL Dictionary - Academic terms,kitchen,2021-02-09T11:52:30Z,PT42S,2,0,0,MQBmNzfyE2w
ISL Dictionary - Academic terms,kite,2021-02-09T11:52:47Z,PT14S,12,2,0,ysTz0EiLyaA
ISL Dictionary - Academic terms,knife,2021-02-09T11:53:25Z,PT12S,2,0,0,-r0D65xcZjE
ISL Dictionary - Academic terms,knock,2021-02-09T11:53:42Z,PT18S,4,0,0,xSWs8Brei3E
ISL Dictionary - Academic terms,know,2021-02-09T11:54:06Z,PT22S,1,0,0,Gn1viBWRmdM
ISL Dictionary - Academic terms,knowledge,2021-02-09T11:55:13Z,PT26S,1,0,0,RvwzTeJttbQ
ISL Dictionary - Academic terms,kohima,2021-02-09T11:55:36Z,PT43S,2,0,0,ZfEGCs29EiE
ISL Dictionary - Academic terms,kolkata,2021-02-09T11:56:11Z,PT40S,4,0,0,gl-xvBBrxq4
ISL Dictionary - Academic terms,l,2021-02-09T11:56:27Z,PT21S,2,0,0,ZT5p-G9vQzs
ISL Dictionary - Academic terms,lack,2021-02-09T11:56:50Z,PT24S,1,0,0,gfwQBVKRKPg
ISL Dictionary - Academic terms,land,2021-02-09T11:57:28Z,PT25S,3,0,0,oZ9qEyGR3es
ISL Dictionary - Academic terms,laptop,2021-02-10T06:30:30Z,PT1M38S,24,0,0,dejb5xQ2f4k
ISL Dictionary - Academic terms,large,2021-02-10T06:30:55Z,PT43S,3,0,0,_UGJWxohKG0
ISL Dictionary - Academic terms,last,2021-02-10T06:31:12Z,PT38S,3,1,0,IdfaJYeSMrs
ISL Dictionary - Academic terms,last week,2021-02-10T06:31:31Z,PT38S,1,0,0,n5aNaI9e4W4
ISL Dictionary - Academic terms,late,2021-02-10T06:31:47Z,PT23S,1,0,0,TKVdepN8RwE
ISL Dictionary - Academic terms,laugh,2021-02-10T06:32:03Z,PT55S,1,0,0,T_c_i04SUcs
ISL Dictionary - Academic terms,law,2021-02-10T06:32:26Z,PT46S,4,0,0,tP_p16cVxCg
ISL Dictionary - Academic terms,lawful,2021-02-10T06:32:43Z,PT25S,2,0,0,cmDKwhOyz7A
ISL Dictionary - Academic terms,lawyer,2021-02-10T06:33:01Z,PT22S,1,0,0,JTYiJpvynxY
ISL Dictionary - Academic terms,lead,2021-02-10T06:33:19Z,PT36S,2,1,0,vB6TvAVtn-c
ISL Dictionary - Academic terms,leagal,2021-02-10T06:33:37Z,PT30S,1,0,0,422jl-9dcDE
ISL Dictionary - Academic terms,learn,2021-02-10T06:33:59Z,PT17S,1,0,0,lTwSCpOqBVQ
ISL Dictionary - Academic terms,least,2021-02-10T06:34:26Z,PT18S,3,0,0,BzoHFNEabiw
ISL Dictionary - Academic terms,leave,2021-02-10T06:34:52Z,PT5S,8,1,0,MuBzla5-qzU
ISL Dictionary - Academic terms,lecture,2021-02-10T06:35:14Z,PT18S,1,0,0,5V_qeVQ0zm8
ISL Dictionary - Academic terms,lecturer,2021-02-10T06:35:34Z,PT4S,2,0,0,XFZzC1P8ddk
ISL Dictionary - Academic terms,leer,2021-02-10T06:35:51Z,PT14S,2,0,0,Bo5WrsjrwsA
ISL Dictionary - Academic terms,left,2021-02-10T06:36:07Z,PT17S,1,0,0,4SH48yMKcMw
ISL Dictionary - Academic terms,left(hand),2021-02-10T06:36:26Z,PT34S,3,0,0,FtYituzn0Ac
ISL Dictionary - Academic terms,legal,2021-02-10T06:36:47Z,PT13S,2,0,0,Qb9f8uDHD64
ISL Dictionary - Academic terms,less,2021-02-10T06:37:05Z,PT35S,1,0,0,Pb5UGcAg_44
ISL Dictionary - Academic terms,lessen,2021-02-10T06:37:23Z,PT26S,1,0,0,pbROvlfVN1o
ISL Dictionary - Academic terms,let go,2021-02-10T06:37:38Z,PT44S,1,0,0,6bzo-fDWYlk
ISL Dictionary - Academic terms,level,2021-02-10T06:37:55Z,PT18S,1,0,0,CjpzbTLuXYk
ISL Dictionary - Academic terms,library,2021-02-10T06:38:12Z,PT13S,3,0,0,e6iAvQkmaTM
ISL Dictionary - Academic terms,libya,2021-02-10T06:43:35Z,PT48S,1,0,0,NOvgXk426oQ
ISL Dictionary - Academic terms,license,2021-02-10T06:43:54Z,PT18S,2,0,0,t43uDp6gdTw
ISL Dictionary - Academic terms,lie,2021-02-10T06:44:11Z,PT49S,1,0,0,Os5NM15rOng
ISL Dictionary - Academic terms,lifelong,2021-02-10T06:44:27Z,PT43S,1,0,0,2YYudOnvCzA
ISL Dictionary - Academic terms,lift,2021-02-10T06:44:44Z,PT8S,14,0,0,X3xp4tb5ccU
ISL Dictionary - Academic terms,light,2021-02-10T06:49:15Z,PT11S,9,0,0,hp1eD6qHsk0
ISL Dictionary - Academic terms,light(weight),2021-02-10T07:03:18Z,PT17S,1,0,0,KoENT_D3XAE
ISL Dictionary - Academic terms,like,2021-02-10T07:03:36Z,PT47S,9,0,0,O2mDQKukslU
ISL Dictionary - Academic terms,limit,2021-02-10T07:08:48Z,PT14S,3,0,0,LqDqvw3QJxY
ISL Dictionary - Academic terms,limitless,2021-02-10T07:09:24Z,PT13S,3,1,0,jV-XVFiugwI
ISL Dictionary - Academic terms,line,2021-02-10T07:09:41Z,PT13S,1,0,0,JUyVirNCtgc
ISL Dictionary - Academic terms,link,2021-02-10T07:09:57Z,PT6S,5,0,0,GzrC5m4sXWA
ISL Dictionary - Academic terms,list,2021-02-10T07:10:14Z,PT16S,1,0,0,fpHgc7DL9kY
ISL Dictionary - Academic terms,listen,2021-02-10T07:10:30Z,PT39S,3,0,0,Crib7mroW9E
ISL Dictionary - Academic terms,litre,2021-02-10T07:10:47Z,PT36S,9,1,0,OK3Csmz3-es
ISL Dictionary - Academic terms,little,2021-02-10T07:11:09Z,PT28S,2,0,0,UzIC3DVO8UI
ISL Dictionary - Academic terms,live,2021-02-10T07:11:29Z,PT27S,3,2,0,GmlDQGaq_-o
ISL Dictionary - Academic terms,local,2021-02-10T07:14:19Z,PT36S,6,0,0,SzE5oH6rhAg
ISL Dictionary - Academic terms,local train,2021-02-10T07:14:34Z,PT2M27S,8,0,0,lToAKJXu6Kc
ISL Dictionary - Academic terms,lock,2021-02-10T07:21:27Z,PT43S,2,1,0,g54FfKnDuRs
ISL Dictionary - Academic terms,logic,2021-02-10T07:21:49Z,PT15S,2,0,0,2KFiPLI2CHk
ISL Dictionary - Academic terms,lonely,2021-02-10T07:22:07Z,PT21S,1,0,0,hYjNXV-i93c
ISL Dictionary - Academic terms,long,2021-02-10T07:22:31Z,PT26S,2,0,0,mFxgrg0g26A
ISL Dictionary - Academic terms,long jump,2021-02-10T07:22:58Z,PT22S,3,0,0,kxT5LVogtzc
ISL Dictionary - Academic terms,long term,2021-02-10T07:23:24Z,PT35S,1,0,0,VvS0eXD_cYU
ISL Dictionary - Academic terms,look at,2021-02-10T07:23:45Z,PT18S,2,0,0,Yl3FO9NKWjc
ISL Dictionary - Academic terms,lose,2021-02-10T07:24:02Z,PT21S,1,0,0,m_kbWvdBJP8
ISL Dictionary - Academic terms,loss,2021-02-10T07:24:22Z,PT19S,2,0,0,5vYB7RIIhOA
ISL Dictionary - Academic terms,love,2021-02-10T07:24:41Z,PT44S,8,0,0,RdgCvT2ycSQ
ISL Dictionary - Academic terms,low,2021-02-10T07:24:55Z,PT23S,2,0,0,dDrFcyJBhhQ
ISL Dictionary - Academic terms,lowest,2021-02-10T07:25:13Z,PT16S,1,0,0,5KYl3Mtot9w
ISL Dictionary - Academic terms,lucky,2021-02-10T07:25:28Z,PT19S,1,0,0,oOofuUXDw08
ISL Dictionary - Academic terms,lunch,2021-02-10T07:25:44Z,PT44S,6,1,0,A33P53EXSmA
ISL Dictionary - Academic terms,m,2021-02-10T07:26:01Z,PT39S,4,0,0,dka_1Zup-kU
ISL Dictionary - Academic terms,macau,2021-02-10T08:23:05Z,PT14S,2,0,0,aADtz_4ns8M
ISL Dictionary - Academic terms,machine,2021-02-10T08:23:23Z,PT11S,2,0,0,Zgpehee28vQ
ISL Dictionary - Academic terms,madagascar,2021-02-10T08:23:38Z,PT53S,9,1,0,TUUX6CVbOtI
ISL Dictionary - Academic terms,magic,2021-02-10T08:23:57Z,PT17S,3,0,0,xZEkpLCHW2s
ISL Dictionary - Academic terms,magician,2021-02-10T08:24:15Z,PT18S,2,0,0,EG3TY7PTebs
ISL Dictionary - Academic terms,magnate,2021-02-10T08:24:31Z,PT12S,2,0,0,Eyj8gSJ1284
ISL Dictionary - Academic terms,magnet,2021-02-10T08:24:47Z,PT11S,1,0,0,DOgHjmK2zy0
ISL Dictionary - Academic terms,maigcian,2021-02-10T08:25:03Z,PT14S,2,0,0,gZ0j7EKoePo
ISL Dictionary - Academic terms,make,2021-02-10T08:25:20Z,PT36S,1,0,0,4YUQCo9V-HA
ISL Dictionary - Academic terms,malawi,2021-02-10T08:28:42Z,PT28S,2,0,0,bNEl_QfsTJ8
ISL Dictionary - Academic terms,malaysia,2021-02-10T08:28:59Z,PT27S,4,0,0,KJkzAdiFwnQ
ISL Dictionary - Academic terms,male,2021-02-10T08:29:16Z,PT22S,10,1,0,VsdaDKloDng
ISL Dictionary - Academic terms,mali,2021-02-10T08:29:37Z,PT39S,1,0,0,tbgZFCtS1G4
ISL Dictionary - Academic terms,man,2021-02-10T08:29:55Z,PT35S,5,0,0,PvE3YE2JAV8
ISL Dictionary - Academic terms,manage,2021-02-10T08:30:15Z,PT28S,1,0,0,Lq69y-dmKUg
ISL Dictionary - Academic terms,mango,2021-02-10T08:47:42Z,PT9S,2,0,0,PmlbB7Cslkc
ISL Dictionary - Academic terms,manner,2021-02-10T08:48:05Z,PT33S,5,0,0,WirPhWpauAc
ISL Dictionary - Academic terms,many,2021-02-10T08:48:35Z,PT10S,5,0,0,xgY62N1lKq8
ISL Dictionary - Academic terms,march,2021-02-10T08:50:05Z,PT33S,5,1,0,YxVV3mKiIb8
ISL Dictionary - Academic terms,market,2021-02-10T08:53:47Z,PT15S,5,1,0,wLxctc1JQH0
ISL Dictionary - Academic terms,marry,2021-02-10T08:54:07Z,PT25S,2,0,0,O0s0AwGy9oU
ISL Dictionary - Academic terms,maruthi car,2021-02-10T08:54:34Z,PT30S,5,0,0,MRE1N2zkI7Y
ISL Dictionary - Academic terms,mary,2021-02-10T10:17:08Z,PT40S,4,1,0,ZjymbukhrwE
ISL Dictionary - Academic terms,masculine,2021-02-10T10:17:34Z,PT22S,4,0,0,V-BDt7NZrCE
ISL Dictionary - Academic terms,mason,2021-02-10T10:17:53Z,PT51S,5,1,0,gvOQ_EW3YVE
